日期,标的,数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,当日盈亏,今手数,仓位占比
2014/6/25,Cash,,,1228.74,,,,,
2014/6/26,西王食品(000639.XSHE),1200股,13.82,16584,-521.54,14.25,120,0股,17.38%
2014/6/26,隧道股份(600820.XSHG),4600股,4.7,21620,4576.59,3.71,184,0股,22.65%
2014/6/26,光迅科技(002281.XSHE),500股,33.94,16970,3299.17,27.34,570,0股,17.78%
2014/6/26,盛屯矿业(600711.XSHG),2200股,7.68,16896,-1210,8.23,132,0股,17.70%
2014/6/26,华鲁恒升(600426.XSHG),3100股,7.14,22134,1116,6.78,186,0股,23.19%
2014/6/26,Cash,,,1228.74,,,,,
2014/6/27,西王食品(000639.XSHE),1200股,13.67,16404,-701.54,14.25,-180,0股,17.13%
2014/6/27,隧道股份(600820.XSHG),4600股,4.81,22126,5082.59,3.71,506,0股,23.10%
2014/6/27,光迅科技(002281.XSHE),500股,34.4,17200,3529.17,27.34,230,0股,17.96%
2014/6/27,盛屯矿业(600711.XSHG),2200股,7.67,16874,-1232,8.23,-22,0股,17.62%
2014/6/27,华鲁恒升(600426.XSHG),3100股,7.08,21948,930,6.78,-186,0股,22.91%
2014/6/27,Cash,,,1228.74,,,,,
2014/6/30,西王食品(000639.XSHE),1200股,13.71,16452,-653.54,14.25,48,0股,17.05%
2014/6/30,隧道股份(600820.XSHG),4600股,4.85,22310,5266.59,3.71,184,0股,23.13%
2014/6/30,光迅科技(002281.XSHE),500股,34.39,17195,3524.17,27.34,-5,0股,17.82%
2014/6/30,盛屯矿业(600711.XSHG),2200股,7.71,16962,-1144,8.23,88,0股,17.58%
2014/6/30,华鲁恒升(600426.XSHG),3100股,7.2,22320,1302,6.78,372,0股,23.14%
2014/6/30,Cash,,,1228.74,,,,,
2014/7/1,西王食品(000639.XSHE),1200股,13.8,16560,-545.54,14.25,108,0股,17.14%
2014/7/1,隧道股份(600820.XSHG),4600股,4.83,22218,5174.59,3.71,-92,0股,23%
2014/7/1,光迅科技(002281.XSHE),500股,34.58,17290,3619.17,27.34,95,0股,17.90%
2014/7/1,盛屯矿业(600711.XSHG),2200股,7.75,17050,-1056,8.23,88,0股,17.65%
2014/7/1,华鲁恒升(600426.XSHG),3100股,7.18,22258,1240,6.78,-62,0股,23.04%
2014/7/1,Cash,,,1228.74,,,,,
2014/7/2,西王食品(000639.XSHE),1200股,13.88,16656,-449.54,14.25,96,0股,17.24%
2014/7/2,隧道股份(600820.XSHG),4600股,4.77,21942,4898.59,3.71,-276,0股,22.71%
2014/7/2,光迅科技(002281.XSHE),500股,34.39,17195,3524.17,27.34,-95,0股,17.79%
2014/7/2,盛屯矿业(600711.XSHG),2200股,7.69,16918,-1188,8.23,-132,0股,17.51%
2014/7/2,华鲁恒升(600426.XSHG),3100股,7.32,22692,1674,6.78,434,0股,23.48%
2014/7/2,Cash,,,1228.74,,,,,
2014/7/3,西王食品(000639.XSHE),1200股,13.99,16788,-317.54,14.25,132,0股,17.25%
2014/7/3,隧道股份(600820.XSHG),4600股,4.77,21942,4898.59,3.71,0,0股,22.55%
2014/7/3,光迅科技(002281.XSHE),500股,34.68,17340,3669.17,27.34,145,0股,17.82%
2014/7/3,盛屯矿业(600711.XSHG),2200股,7.9,17380,-726,8.23,462,0股,17.86%
2014/7/3,华鲁恒升(600426.XSHG),3100股,7.3,22630,1612,6.78,-62,0股,23.26%
2014/7/3,Cash,,,1228.74,,,,,
2014/7/4,西王食品(000639.XSHE),1200股,13.9,16680,-425.54,14.25,-108,0股,17.13%
2014/7/4,隧道股份(600820.XSHG),4600股,4.77,21942,4898.59,3.71,0,0股,22.54%
2014/7/4,光迅科技(002281.XSHE),500股,34.1,17050,3379.17,27.34,-290,0股,17.51%
2014/7/4,盛屯矿业(600711.XSHG),2200股,8.09,17798,-308,8.23,418,0股,18.28%
2014/7/4,华鲁恒升(600426.XSHG),3100股,7.31,22661,1643,6.78,31,0股,23.28%
2014/7/4,Cash,,,1228.74,,,,,
2014/7/7,西王食品(000639.XSHE),1200股,13.75,16500,-605.54,14.25,-180,0股,16.83%
2014/7/7,隧道股份(600820.XSHG),4600股,4.8,22080,5036.59,3.71,138,0股,22.53%
2014/7/7,光迅科技(002281.XSHE),500股,34.58,17290,3619.17,27.34,240,0股,17.64%
2014/7/7,盛屯矿业(600711.XSHG),2200股,8.09,17798,-308,8.23,0,0股,18.16%
2014/7/7,华鲁恒升(600426.XSHG),3100股,7.46,23126,2108,6.78,465,0股,23.59%
2014/7/7,Cash,,,1228.74,,,,,
2014/7/8,西王食品(000639.XSHE),1200股,13.78,16536,-569.54,14.25,36,0股,16.54%
2014/7/8,隧道股份(600820.XSHG),4600股,4.86,22356,5312.59,3.71,276,0股,22.36%
2014/7/8,光迅科技(002281.XSHE),500股,36.18,18090,4419.17,27.34,800,0股,18.10%
2014/7/8,盛屯矿业(600711.XSHG),2200股,8.3,18260,154,8.23,462,0股,18.27%
2014/7/8,华鲁恒升(600426.XSHG),3100股,7.58,23498,2480,6.78,372,0股,23.51%
2014/7/8,Cash,,,1228.74,,,,,
2014/7/9,西王食品(000639.XSHE),1200股,13.95,16740,-365.54,14.25,204,0股,17.01%
2014/7/9,隧道股份(600820.XSHG),4600股,4.75,21850,4806.59,3.71,-506,0股,22.20%
2014/7/9,光迅科技(002281.XSHE),500股,35.65,17825,4154.17,27.34,-265,0股,18.11%
2014/7/9,盛屯矿业(600711.XSHG),2200股,8.08,17776,-330,8.23,-484,0股,18.06%
2014/7/9,华鲁恒升(600426.XSHG),3100股,7.42,23002,1984,6.78,-496,0股,23.37%
2014/7/9,Cash,,,1228.74,,,,,
2014/7/10,西王食品(000639.XSHE),1200股,14.1,16920,-185.54,14.25,180,0股,17.11%
2014/7/10,隧道股份(600820.XSHG),4600股,4.72,21712,4668.59,3.71,-138,0股,21.95%
2014/7/10,光迅科技(002281.XSHE),500股,36.45,18225,4554.17,27.34,400,0股,18.43%
2014/7/10,盛屯矿业(600711.XSHG),2200股,8.11,17842,-264,8.23,66,0股,18.04%
2014/7/10,华鲁恒升(600426.XSHG),3100股,7.41,22971,1953,6.78,-31,0股,23.23%
2014/7/10,Cash,,,1228.74,,,,,
2014/7/11,西王食品(000639.XSHE),1200股,14.29,17148,42.46,14.25,228,0股,17.33%
2014/7/11,隧道股份(600820.XSHG),4600股,4.73,21758,4714.59,3.71,46,0股,21.99%
2014/7/11,光迅科技(002281.XSHE),500股,34.75,17375,3704.17,27.34,-850,0股,17.56%
2014/7/11,盛屯矿业(600711.XSHG),2200股,8.16,17952,-154,8.23,110,0股,18.14%
2014/7/11,华鲁恒升(600426.XSHG),3100股,7.58,23498,2480,6.78,527,0股,23.75%
2014/7/11,Cash,,,1228.74,,,,,
2014/7/14,西王食品(000639.XSHE),1200股,14.28,17136,30.46,14.25,-12,0股,17.13%
2014/7/14,隧道股份(600820.XSHG),4600股,4.75,21850,4806.59,3.71,92,0股,21.85%
2014/7/14,光迅科技(002281.XSHE),500股,34.4,17200,3529.17,27.34,-175,0股,17.20%
2014/7/14,盛屯矿业(600711.XSHG),2200股,8.37,18414,308,8.23,462,0股,18.41%
2014/7/14,华鲁恒升(600426.XSHG),3100股,7.8,24180,3162,6.78,682,0股,24.18%
2014/7/14,Cash,,,1228.74,,,,,
2014/7/15,西王食品(000639.XSHE),1200股,14.25,17100,-5.54,14.25,-36,0股,17.26%
2014/7/15,隧道股份(600820.XSHG),4600股,4.72,21712,4668.59,3.71,-138,0股,21.92%
2014/7/15,光迅科技(002281.XSHE),500股,33.81,16905,3234.17,27.34,-295,0股,17.06%
2014/7/15,盛屯矿业(600711.XSHG),2200股,8.27,18194,88,8.23,-220,0股,18.36%
2014/7/15,华鲁恒升(600426.XSHG),3100股,7.72,23932,2914,6.78,-248,0股,24.16%
2014/7/15,Cash,,,1228.74,,,,,
2014/7/16,西王食品(000639.XSHE),1200股,14.18,17016,-89.54,14.25,-84,0股,17.24%
2014/7/16,隧道股份(600820.XSHG),4600股,4.82,22172,5128.59,3.71,460,0股,22.46%
2014/7/16,光迅科技(002281.XSHE),500股,33.09,16545,2874.17,27.34,-360,0股,16.76%
2014/7/16,盛屯矿业(600711.XSHG),2200股,8.4,18480,374,8.23,286,0股,18.72%
2014/7/16,华鲁恒升(600426.XSHG),3100股,7.51,23281,2263,6.78,-651,0股,23.58%
2014/7/16,Cash,,,1228.74,,,,,
2014/7/17,西王食品(000639.XSHE),1200股,14.06,16872,-233.54,14.25,-144,0股,17.09%
2014/7/17,隧道股份(600820.XSHG),4600股,4.76,21896,4852.59,3.71,-276,0股,22.18%
2014/7/17,光迅科技(002281.XSHE),500股,33.7,16850,3179.17,27.34,305,0股,17.07%
2014/7/17,盛屯矿业(600711.XSHG),2200股,8.32,18304,198,8.23,-176,0股,18.54%
2014/7/17,华鲁恒升(600426.XSHG),3100股,7.6,23560,2542,6.78,279,0股,23.87%
2014/7/17,Cash,,,1228.74,,,,,
2014/7/18,西王食品(000639.XSHE),1200股,14.1,16920,-185.54,14.25,48,0股,17.22%
2014/7/18,隧道股份(600820.XSHG),4600股,4.78,21988,4944.59,3.71,92,0股,22.38%
2014/7/18,光迅科技(002281.XSHE),500股,33.18,16590,2919.17,27.34,-260,0股,16.88%
2014/7/18,盛屯矿业(600711.XSHG),2200股,8.23,18106,0,8.23,-198,0股,18.42%
2014/7/18,华鲁恒升(600426.XSHG),3100股,7.56,23436,2418,6.78,-124,0股,23.85%
2014/7/18,Cash,,,1228.74,,,,,
2014/7/21,西王食品(000639.XSHE),1200股,14.27,17124,18.46,14.25,204,0股,17.62%
2014/7/21,隧道股份(600820.XSHG),4600股,4.76,21896,4852.59,3.71,-92,0股,22.52%
2014/7/21,光迅科技(002281.XSHE),500股,32.29,16145,2474.17,27.34,-445,0股,16.61%
2014/7/21,盛屯矿业(600711.XSHG),2200股,8.07,17754,-352,8.23,-352,0股,18.26%
2014/7/21,华鲁恒升(600426.XSHG),3100股,7.44,23064,2046,6.78,-372,0股,23.73%
2014/7/21,Cash,,,1228.74,,,,,
2014/7/22,西王食品(000639.XSHE),1200股,14.28,17136,30.46,14.25,12,0股,17.34%
2014/7/22,隧道股份(600820.XSHG),4600股,4.74,21804,4760.59,3.71,-92,0股,22.07%
2014/7/22,光迅科技(002281.XSHE),500股,33.43,16715,3044.17,27.34,570,0股,16.92%
2014/7/22,盛屯矿业(600711.XSHG),2200股,8.33,18326,220,8.23,572,0股,18.55%
2014/7/22,华鲁恒升(600426.XSHG),3100股,7.61,23591,2573,6.78,527,0股,23.88%
2014/7/22,Cash,,,1228.74,,,,,
2014/7/23,西王食品(000639.XSHE),1200股,14.16,16992,-113.54,14.25,-144,0股,17.28%
2014/7/23,隧道股份(600820.XSHG),4600股,4.79,22034,4990.59,3.71,230,0股,22.40%
2014/7/23,光迅科技(002281.XSHE),500股,32.59,16295,2624.17,27.34,-420,0股,16.57%
2014/7/23,盛屯矿业(600711.XSHG),2200股,8.39,18458,352,8.23,132,0股,18.77%
2014/7/23,华鲁恒升(600426.XSHG),3100股,7.53,23343,2325,6.78,-248,0股,23.73%
2014/7/23,Cash,,,1228.74,,,,,
2014/7/24,西王食品(000639.XSHE),1200股,14.09,16908,-197.54,14.25,-84,0股,16.98%
2014/7/24,隧道股份(600820.XSHG),4600股,4.86,22356,5312.59,3.71,322,0股,22.45%
2014/7/24,光迅科技(002281.XSHE),500股,32.95,16475,2804.17,27.34,180,0股,16.54%
2014/7/24,盛屯矿业(600711.XSHG),2200股,8.55,18810,704,8.23,352,0股,18.89%
2014/7/24,华鲁恒升(600426.XSHG),3100股,7.68,23808,2790,6.78,465,0股,23.91%
2014/7/24,Cash,,,1228.74,,,,,
2014/7/25,西王食品(000639.XSHE),1200股,14.57,17484,378.46,14.25,576,0股,17.31%
2014/7/25,隧道股份(600820.XSHG),4600股,4.89,22494,5450.59,3.71,138,0股,22.27%
2014/7/25,光迅科技(002281.XSHE),500股,33.15,16575,2904.17,27.34,100,0股,16.41%
2014/7/25,盛屯矿业(600711.XSHG),2200股,8.8,19360,1254,8.23,550,0股,19.17%
2014/7/25,华鲁恒升(600426.XSHG),3100股,7.7,23870,2852,6.78,62,0股,23.63%
2014/7/25,Cash,,,1228.74,,,,,
2014/7/28,西王食品(000639.XSHE),1200股,14.6,17520,414.46,14.25,36,0股,17.03%
2014/7/28,隧道股份(600820.XSHG),4600股,4.97,22862,5818.59,3.71,368,0股,22.22%
2014/7/28,光迅科技(002281.XSHE),500股,33.63,16815,3144.17,27.34,240,0股,16.35%
2014/7/28,盛屯矿业(600711.XSHG),2200股,9.14,20108,2002,8.23,748,0股,19.55%
2014/7/28,华鲁恒升(600426.XSHG),3100股,7.85,24335,3317,6.78,465,0股,23.66%
2014/7/28,Cash,,,1228.74,,,,,
2014/7/29,西王食品(000639.XSHE),1200股,14.6,17520,414.46,14.25,0,0股,16.92%
2014/7/29,隧道股份(600820.XSHG),4600股,5.09,23414,6370.59,3.71,552,0股,22.61%
2014/7/29,光迅科技(002281.XSHE),500股,33.8,16900,3229.17,27.34,85,0股,16.32%
2014/7/29,盛屯矿业(600711.XSHG),2200股,9.18,20196,2090,8.23,88,0股,19.50%
2014/7/29,华鲁恒升(600426.XSHG),3100股,7.84,24304,3286,6.78,-31,0股,23.47%
2014/7/29,Cash,,,1228.74,,,,,
2014/7/30,西王食品(000639.XSHE),1200股,14.6,17520,414.46,14.25,0,0股,16.46%
2014/7/30,隧道股份(600820.XSHG),4600股,5.03,23138,6094.59,3.71,-276,0股,21.74%
2014/7/30,光迅科技(002281.XSHE),500股,34,17000,3329.17,27.34,100,0股,15.97%
2014/7/30,盛屯矿业(600711.XSHG),2200股,10.1,22220,4114,8.23,2024,0股,20.88%
2014/7/30,华鲁恒升(600426.XSHG),3100股,8.17,25327,4309,6.78,1023,0股,23.80%
2014/7/30,Cash,,,1228.74,,,,,
2014/7/31,西王食品(000639.XSHE),1200股,14.6,17520,414.46,14.25,0,0股,16.12%
2014/7/31,隧道股份(600820.XSHG),4600股,5.05,23230,6186.59,3.71,92,0股,21.38%
2014/7/31,光迅科技(002281.XSHE),500股,33.66,16830,3159.17,27.34,-170,0股,15.49%
2014/7/31,盛屯矿业(600711.XSHG),2200股,11.11,24442,6336,8.23,2222,0股,22.49%
2014/7/31,华鲁恒升(600426.XSHG),3100股,8.2,25420,4402,6.78,93,0股,23.39%
2014/7/31,Cash,,,1228.74,,,,,
2014/8/1,西王食品(000639.XSHE),1200股,14.6,17520,414.46,14.25,0,0股,15.56%
2014/8/1,隧道股份(600820.XSHG),4600股,5.56,25576,8532.59,3.71,2346,0股,22.72%
2014/8/1,光迅科技(002281.XSHE),500股,33.06,16530,2859.17,27.34,-300,0股,14.68%
2014/8/1,盛屯矿业(600711.XSHG),2200股,12.22,26884,8778,8.23,2442,0股,23.88%
2014/8/1,华鲁恒升(600426.XSHG),3100股,8.01,24831,3813,6.78,-589,0股,22.06%
2014/8/1,Cash,,,1228.74,,,,,
2014/8/4,西王食品(000639.XSHE),1200股,15.28,18336,1230.46,14.25,816,0股,15.69%
2014/8/4,隧道股份(600820.XSHG),4600股,6.03,27738,10694.59,3.71,2162,0股,23.73%
2014/8/4,光迅科技(002281.XSHE),500股,32.99,16495,2824.17,27.34,-35,0股,14.11%
2014/8/4,盛屯矿业(600711.XSHG),2200股,12.64,27808,9702,8.23,924,0股,23.79%
2014/8/4,华鲁恒升(600426.XSHG),3100股,8.15,25265,4247,6.78,434,0股,21.62%
2014/8/4,Cash,,,1228.74,,,,,
2014/8/5,西王食品(000639.XSHE),1200股,15.36,18432,1326.46,14.25,96,0股,15.84%
2014/8/5,隧道股份(600820.XSHG),4600股,5.77,26542,9498.59,3.71,-1196,0股,22.81%
2014/8/5,光迅科技(002281.XSHE),500股,33.53,16765,3094.17,27.34,270,0股,14.41%
2014/8/5,盛屯矿业(600711.XSHG),2200股,12.7,27940,9834,8.23,132,0股,24.01%
2014/8/5,华鲁恒升(600426.XSHG),3100股,8.21,25451,4433,6.78,186,0股,21.87%
2014/8/5,Cash,,,1228.74,,,,,
2014/8/6,西王食品(000639.XSHE),1200股,15.69,18828,1722.46,14.25,396,0股,15.88%
2014/8/6,隧道股份(600820.XSHG),4600股,5.66,26036,8992.59,3.71,-506,0股,21.96%
2014/8/6,光迅科技(002281.XSHE),500股,33.21,16605,2934.17,27.34,-160,0股,14%
2014/8/6,盛屯矿业(600711.XSHG),2200股,13.97,30734,12628,8.23,2794,0股,25.92%
2014/8/6,华鲁恒升(600426.XSHG),3100股,8.11,25141,4123,6.78,-310,0股,21.20%
2014/8/6,Cash,,,1228.74,,,,,
2014/8/7,西王食品(000639.XSHE),1200股,15.21,18252,1146.46,14.25,-576,0股,16%
2014/8/7,隧道股份(600820.XSHG),4600股,5.49,25254,8210.59,3.71,-782,0股,22.14%
2014/8/7,光迅科技(002281.XSHE),500股,33.13,16565,2894.17,27.34,-40,0股,14.52%
2014/8/7,盛屯矿业(600711.XSHG),2200股,12.78,28116,10010,8.23,-2618,0股,24.65%
2014/8/7,华鲁恒升(600426.XSHG),3100股,7.95,24645,3627,6.78,-496,0股,21.61%
2014/8/7,Cash,,,1228.74,,,,,
2014/8/8,西王食品(000639.XSHE),1200股,15.25,18300,1194.46,14.25,48,0股,15.85%
2014/8/8,隧道股份(600820.XSHG),4600股,5.49,25254,8210.59,3.71,0,0股,21.87%
2014/8/8,光迅科技(002281.XSHE),500股,34.32,17160,3489.17,27.34,595,0股,14.86%
2014/8/8,盛屯矿业(600711.XSHG),2200股,13.05,28710,10604,8.23,594,0股,24.86%
2014/8/8,华鲁恒升(600426.XSHG),3100股,8.01,24831,3813,6.78,186,0股,21.50%
2014/8/8,Cash,,,1228.74,,,,,
2014/8/11,西王食品(000639.XSHE),1200股,15.66,18792,1686.46,14.25,492,0股,15.58%
2014/8/11,隧道股份(600820.XSHG),4600股,5.57,25622,8578.59,3.71,368,0股,21.24%
2014/8/11,光迅科技(002281.XSHE),500股,34.74,17370,3699.17,27.34,210,0股,14.40%
2014/8/11,盛屯矿业(600711.XSHG),2200股,14.36,31592,13486,8.23,2882,0股,26.19%
2014/8/11,华鲁恒升(600426.XSHG),3100股,8.39,26009,4991,6.78,1178,0股,21.56%
2014/8/11,Cash,,,1228.74,,,,,
2014/8/12,西王食品(000639.XSHE),1200股,15.76,18912,1806.46,14.25,120,0股,15.49%
2014/8/12,隧道股份(600820.XSHG),4600股,5.51,25346,8302.59,3.71,-276,0股,20.77%
2014/8/12,光迅科技(002281.XSHE),500股,34.97,17485,3814.17,27.34,115,0股,14.32%
2014/8/12,盛屯矿业(600711.XSHG),2200股,14.98,32956,14850,8.23,1364,0股,27%
2014/8/12,华鲁恒升(600426.XSHG),3100股,8.43,26133,5115,6.78,124,0股,21.41%
2014/8/12,Cash,,,1228.74,,,,,
2014/8/13,西王食品(000639.XSHE),1200股,16.37,19644,2538.46,14.25,732,0股,15.64%
2014/8/13,隧道股份(600820.XSHG),4600股,5.5,25300,8256.59,3.71,-46,0股,20.14%
2014/8/13,光迅科技(002281.XSHE),500股,34.52,17260,3589.17,27.34,-225,0股,13.74%
2014/8/13,盛屯矿业(600711.XSHG),2200股,16.41,36102,17996,8.23,3146,0股,28.74%
2014/8/13,华鲁恒升(600426.XSHG),3100股,8.42,26102,5084,6.78,-31,0股,20.78%
2014/8/13,Cash,,,1228.74,,,,,
2014/8/14,西王食品(000639.XSHE),1200股,16.14,19368,2262.46,14.25,-276,0股,15.60%
2014/8/14,隧道股份(600820.XSHG),4600股,5.44,25024,7980.59,3.71,-276,0股,20.16%
2014/8/14,光迅科技(002281.XSHE),500股,33.66,16830,3159.17,27.34,-430,0股,13.56%
2014/8/14,盛屯矿业(600711.XSHG),2200股,16.1,35420,17314,8.23,-682,0股,28.54%
2014/8/14,华鲁恒升(600426.XSHG),3100股,8.47,26257,5239,6.78,155,0股,21.15%
2014/8/14,Cash,,,1228.74,,,,,
2014/8/15,西王食品(000639.XSHE),1200股,16.3,19560,2454.46,14.25,192,0股,15.46%
2014/8/15,隧道股份(600820.XSHG),4600股,5.46,25116,8072.59,3.71,92,0股,19.85%
2014/8/15,光迅科技(002281.XSHE),500股,34.2,17100,3429.17,27.34,270,0股,13.52%
2014/8/15,盛屯矿业(600711.XSHG),2200股,16.54,36388,18282,8.23,968,0股,28.76%
2014/8/15,华鲁恒升(600426.XSHG),3100股,8.75,27125,6107,6.78,868,0股,21.44%
2014/8/15,Cash,,,1228.74,,,,,
2014/8/18,西王食品(000639.XSHE),1200股,16.08,19296,2190.46,14.25,-264,0股,14.88%
2014/8/18,隧道股份(600820.XSHG),4600股,5.6,25760,8716.59,3.71,644,0股,19.86%
2014/8/18,光迅科技(002281.XSHE),500股,36.03,18015,4344.17,27.34,915,0股,13.89%
2014/8/18,盛屯矿业(600711.XSHG),2200股,17.37,38214,20108,8.23,1826,0股,29.46%
2014/8/18,华鲁恒升(600426.XSHG),3100股,8.77,27187,6169,6.78,62,0股,20.96%
2014/8/18,Cash,,,1228.74,,,,,
2014/8/19,西王食品(000639.XSHE),1200股,16.06,19272,2166.46,14.25,-24,0股,15.08%
2014/8/19,隧道股份(600820.XSHG),4600股,5.58,25668,8624.59,3.71,-92,0股,20.08%
2014/8/19,光迅科技(002281.XSHE),500股,35.66,17830,4159.17,27.34,-185,0股,13.95%
2014/8/19,盛屯矿业(600711.XSHG),2200股,16.38,36036,17930,8.23,-2178,0股,28.19%
2014/8/19,华鲁恒升(600426.XSHG),3100股,8.96,27776,6758,6.78,589,0股,21.73%
2014/8/19,Cash,,,1228.74,,,,,
2014/8/20,西王食品(000639.XSHE),1200股,16.34,19608,2502.46,14.25,336,0股,15.25%
2014/8/20,隧道股份(600820.XSHG),4600股,5.6,25760,8716.59,3.71,92,0股,20.04%
2014/8/20,光迅科技(002281.XSHE),500股,35.68,17840,4169.17,27.34,10,0股,13.88%
2014/8/20,盛屯矿业(600711.XSHG),2200股,16.55,36410,18304,8.23,374,0股,28.32%
2014/8/20,华鲁恒升(600426.XSHG),3100股,8.94,27714,6696,6.78,-62,0股,21.56%
2014/8/20,Cash,,,1228.74,,,,,
2014/8/21,西王食品(000639.XSHE),1200股,16.21,19452,2346.46,14.25,-156,0股,15.11%
2014/8/21,隧道股份(600820.XSHG),4600股,5.54,25484,8440.59,3.71,-276,0股,19.80%
2014/8/21,光迅科技(002281.XSHE),500股,35.86,17930,4259.17,27.34,90,0股,13.93%
2014/8/21,盛屯矿业(600711.XSHG),2200股,16.56,36432,18326,8.23,22,0股,28.30%
2014/8/21,华鲁恒升(600426.XSHG),3100股,9.1,28210,7192,6.78,496,0股,21.91%
2014/8/21,Cash,,,1228.74,,,,,
2014/8/22,西王食品(000639.XSHE),1200股,16.34,19608,2502.46,14.25,156,0股,15.38%
2014/8/22,隧道股份(600820.XSHG),4600股,5.72,26312,9268.59,3.71,828,0股,20.64%
2014/8/22,光迅科技(002281.XSHE),500股,36,18000,4329.17,27.34,70,0股,14.12%
2014/8/22,盛屯矿业(600711.XSHG),2200股,15.78,34716,16610,8.23,-1716,0股,27.23%
2014/8/22,华鲁恒升(600426.XSHG),3100股,8.91,27621,6603,6.78,-589,0股,21.67%
2014/8/22,Cash,,,1228.74,,,,,
2014/8/25,西王食品(000639.XSHE),1200股,15.98,19176,2070.46,14.25,-432,0股,15.19%
2014/8/25,隧道股份(600820.XSHG),4600股,5.67,26082,9038.59,3.71,-230,0股,20.66%
2014/8/25,光迅科技(002281.XSHE),500股,35.7,17850,4179.17,27.34,-150,0股,14.14%
2014/8/25,盛屯矿业(600711.XSHG),2200股,15.85,34870,16764,8.23,154,0股,27.62%
2014/8/25,华鲁恒升(600426.XSHG),3100股,8.72,27032,6014,6.78,-589,0股,21.41%
2014/8/25,Cash,,,1228.74,,,,,
2014/8/26,西王食品(000639.XSHE),1200股,15.58,18696,1590.46,14.25,-480,0股,14.94%
2014/8/26,隧道股份(600820.XSHG),4600股,5.52,25392,8348.59,3.71,-690,0股,20.29%
2014/8/26,光迅科技(002281.XSHE),500股,34.75,17375,3704.17,27.34,-475,0股,13.89%
2014/8/26,盛屯矿业(600711.XSHG),2200股,16.44,36168,18062,8.23,1298,0股,28.91%
2014/8/26,华鲁恒升(600426.XSHG),3100股,8.47,26257,5239,6.78,-775,0股,20.99%
2014/8/26,Cash,,,1228.74,,,,,
2014/8/27,西王食品(000639.XSHE),1200股,15.51,18612,1506.46,14.25,-84,0股,14.97%
2014/8/27,隧道股份(600820.XSHG),4600股,5.5,25300,8256.59,3.71,-92,0股,20.35%
2014/8/27,光迅科技(002281.XSHE),500股,34.98,17490,3819.17,27.34,115,0股,14.07%
2014/8/27,盛屯矿业(600711.XSHG),2200股,15.89,34958,16852,8.23,-1210,0股,28.11%
2014/8/27,华鲁恒升(600426.XSHG),3100股,8.63,26753,5735,6.78,496,0股,21.52%
2014/8/27,Cash,,,1228.74,,,,,
2014/8/28,西王食品(000639.XSHE),1200股,15.57,18684,1578.46,14.25,72,0股,15.21%
2014/8/28,隧道股份(600820.XSHG),4600股,5.38,24748,7704.59,3.71,-552,0股,20.14%
2014/8/28,光迅科技(002281.XSHE),500股,36.76,18380,4709.17,27.34,890,0股,14.96%
2014/8/28,盛屯矿业(600711.XSHG),2200股,15.53,34166,16060,8.23,-792,0股,27.81%
2014/8/28,华鲁恒升(600426.XSHG),3100股,8.28,25668,4650,6.78,-1085,0股,20.89%
2014/8/28,Cash,,,1228.74,,,,,
2014/8/29,西王食品(000639.XSHE),1200股,15.8,18960,1854.46,14.25,276,0股,15.14%
2014/8/29,隧道股份(600820.XSHG),4600股,5.44,25024,7980.59,3.71,276,0股,19.98%
2014/8/29,光迅科技(002281.XSHE),500股,36.43,18215,4544.17,27.34,-165,0股,14.55%
2014/8/29,盛屯矿业(600711.XSHG),2200股,16.14,35508,17402,8.23,1342,0股,28.36%
2014/8/29,华鲁恒升(600426.XSHG),3100股,8.48,26288,5270,6.78,620,0股,20.99%
2014/8/29,Cash,,,1228.74,,,,,
2014/9/1,西王食品(000639.XSHE),1200股,16.33,19596,2490.46,14.25,636,0股,15.12%
2014/9/1,隧道股份(600820.XSHG),4600股,5.98,27508,10464.59,3.71,2484,0股,21.23%
2014/9/1,光迅科技(002281.XSHE),500股,36.62,18310,4639.17,27.34,95,0股,14.13%
2014/9/1,盛屯矿业(600711.XSHG),2200股,16.44,36168,18062,8.23,660,0股,27.91%
2014/9/1,华鲁恒升(600426.XSHG),3100股,8.64,26784,5766,6.78,496,0股,20.67%
2014/9/1,Cash,,,1228.74,,,,,
2014/9/2,西王食品(000639.XSHE),1200股,16.7,20040,2934.46,14.25,444,0股,15.19%
2014/9/2,隧道股份(600820.XSHG),4600股,5.94,27324,10280.59,3.71,-184,0股,20.71%
2014/9/2,光迅科技(002281.XSHE),500股,37.15,18575,4904.17,27.34,265,0股,14.08%
2014/9/2,盛屯矿业(600711.XSHG),2200股,17.14,37708,19602,8.23,1540,0股,28.59%
2014/9/2,华鲁恒升(600426.XSHG),3100股,8.72,27032,6014,6.78,248,0股,20.49%
2014/9/2,Cash,,,1228.74,,,,,
2014/9/3,西王食品(000639.XSHE),1200股,16.73,20076,2970.46,14.25,36,0股,15.27%
2014/9/3,隧道股份(600820.XSHG),4600股,5.94,27324,10280.59,3.71,0,0股,20.78%
2014/9/3,光迅科技(002281.XSHE),500股,37.17,18585,4914.17,27.34,10,0股,14.13%
2014/9/3,盛屯矿业(600711.XSHG),2200股,17.03,37466,19360,8.23,-242,0股,28.49%
2014/9/3,华鲁恒升(600426.XSHG),3100股,8.65,26815,5797,6.78,-217,0股,20.39%
2014/9/3,Cash,,,1228.74,,,,,
